"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "protein" "chr"
"evgLocus_144985" 351.106464045905 -12.1836587180051 1.75031839428904 -6.9608242464674 3.3828759362062e-12 5.98842581489719e-10 "RLP24_DROME" "chr_04"
"evgLocus_485610" 670.612726167872 -11.2758927187013 1.62045102986837 -6.95849026651381 3.43938499237098e-12 6.02299182642514e-10 "CUT1_CAEEL" "chr_03"
"evgLocus_2105" 383.413672204887 -12.3103924141473 1.77039378977166 -6.95347695256829 3.5639119924573e-12 6.10967060096417e-10 "ELVL1_AEDAE" "chr_13"
"evgLocus_261583" 308.402136668778 -11.996390779959 1.72496208816168 -6.95458228461345 3.53608200877463e-12 6.10967060096417e-10 "." "chr_14"
"evgLocus_366899" 1883.16472025422 -6.81021314997724 0.982352801580056 -6.93255329350455 4.13311760880904e-12 6.93937663681073e-10 "." "chr_15"
"evgLocus_658014" 683.023859610323 -13.1434357895521 1.89983622921985 -6.91819409873523 4.57437274295927e-12 7.44982344918347e-10 "PTBP2_RAT" "chr_13"
"evgLocus_253484" 19288.1217179454 -8.2532997252656 1.19353523757371 -6.91500298059352 4.67853536254459e-12 7.5440224667724e-10 "." "chr_29"
"evgLocus_261667" 5051.8317568494 -7.96405500430135 1.15431244860305 -6.89939280646194 5.22252787507332e-12 8.33863617386706e-10 "EF2_BOMMO" "chr_14"
"evgLocus_41789" 342.952911608198 -12.1497816421318 1.76232203367281 -6.89418926279367 5.41728609252552e-12 8.56562342746317e-10 "DDX17_DROME" "chr_07"
"evgLocus_672920" 516.110844501571 -12.7394460783045 1.86274250412222 -6.83908057614639 7.97030489537176e-12 1.21312509837406e-09 "CTNS_DROME" "chr_13"
"evgLocus_271036" 331.437125134738 -11.1376689017444 1.62964046123853 -6.83443321803621 8.23298774273271e-12 1.2415040590569e-09 "GAGXE_DROME" NA
"evgLocus_25041" 812.596357547627 -6.72144788244368 0.987547727481876 -6.80620054646122 1.00209996685485e-11 1.4836545509271e-09 "SEPT2_DROME" NA
"evgLocus_50352" 252.055319407115 -8.53928688922223 1.25458546802048 -6.80646086447642 1.00028924659062e-11 1.4836545509271e-09 "LMLN_DROPS" NA
"evgLocus_357812" 682.652323198506 -13.1428822407525 1.93765835991368 -6.78286870000034 1.17812702965109e-11 1.71312292900872e-09 "." "chr_10"
"evgLocus_26330" 517.398417168785 -10.2787380638688 1.51788676582062 -6.77174232974606 1.27240611652965e-11 1.79225171514594e-09 "RNOY_CRAGI" "chr_19"
"evgLocus_363176" 284.41078330032 -10.9168292150145 1.61418294942327 -6.76306810136667 1.35099692951719e-11 1.88054153795871e-09 "." "chr_06"
"evgLocus_144079" 295.82858020894 -4.97000307206434 0.747301318259653 -6.65060123758204 2.91898139313116e-11 3.89660089906018e-09 "SEPT2_DROME" NA
"evgLocus_536548" 233.392686807506 -11.5942389044621 1.74404336358336 -6.64790746982358 2.97289090165113e-11 3.93630091254392e-09 "CH60A_DROME" "chr_05"
"evgLocus_827724" 488.363960043649 -12.659411927782 1.90630280996435 -6.64081900399586 3.11944908738238e-11 4.09704418041205e-09 "ANX10_DROME" NA
"evgLocus_1285" 6021.49767471001 -7.85947071147941 1.18383093493622 -6.63901447372033 3.15787391064284e-11 4.11433076069834e-09 "." "chr_16"
"evgLocus_762099" 1053.54540023768 -6.87239885387961 1.03737450889259 -6.62480019989696 3.47718176094718e-11 4.49439540942744e-09 "VATA_MANSE" "chr_16"
"evgLocus_870" 204.482419651822 -11.4036213132692 1.72411681850996 -6.61418135409444 3.73613489287668e-11 4.79107817837713e-09 "EIF3L_DROWI" "chr_07"
"evgLocus_340948" 369.903991850254 -5.84492038039496 0.885239950626351 -6.60263963037298 4.03900544833969e-11 5.13900333841095e-09 "CBPB_ASTAS" "chr_07"
"evgLocus_484488" 119.830411126676 -7.74774190450568 1.17714347424369 -6.58181612864442 4.64736110037777e-11 5.7338577939964e-09 "." "chr_10"
"evgLocus_66040" 529.961614806954 -12.7776549895024 1.94221194746651 -6.57891895174984 4.73880976391857e-11 5.80272600114119e-09 "SAM11_MOUSE" NA
"evgLocus_342357" 3183.68378386328 -8.32788324457656 1.26833077796934 -6.56601841509352 5.16784277950483e-11 6.28085727664296e-09 "." "chr_15"
"evgLocus_207227" 1994.79438700614 -4.85953340258339 0.741110903980733 -6.55709338033128 5.48666593154024e-11 6.47506096819307e-09 "RL5_BOMMO" "chr_11"
"evgLocus_384722" 159.478625077471 -8.65864140744206 1.32177431978074 -6.5507713971008 5.72406264044222e-11 6.658720297303e-09 "OTOP_DROME" "chr_17"
"evgLocus_262123" 737.920230965466 -12.2926845377268 1.87858140474632 -6.54359960482349 6.00554534104871e-11 6.88776841016333e-09 "TBA3_RAT" "chr_06"
"evgLocus_26786" 474.729297530773 -5.52152145043771 0.844356336426424 -6.53932612598905 6.17966390540837e-11 7.03790254290075e-09 "COX5A_DROME" NA
"evgLocus_252061" 188.815032045648 -5.69120216252807 0.871088299169978 -6.5334388809389 6.42764312848041e-11 7.26948583266889e-09 "APMAP_CHICK" "chr_08"
"evgLocus_237164" 665.676180958736 -8.30449222930541 1.27356131926514 -6.52068502998912 6.99870124833051e-11 7.75379921974902e-09 "SVEP1_MOUSE" "chr_01"
"evgLocus_252213" 377.324700240319 -12.2872231032512 1.88378748896236 -6.52261636476805 6.90914216333663e-11 7.75379921974902e-09 "TBB1_MANSE" NA
"evgLocus_748003" 319.023008034917 -9.58115256780873 1.46921175856858 -6.52128769861153 6.97063336627022e-11 7.75379921974902e-09 "BAEE_BOMMO" "chr_08"
"evgLocus_367096" 461.398217687683 -6.97408144998557 1.07002197384957 -6.51769928134766 7.1393938556334e-11 7.80350123039231e-09 "KC1A_XENLA" "chr_29"
"evgLocus_206857" 448.0567171789 -8.86098676648725 1.36187476389253 -6.50646226908607 7.69412163090865e-11 8.29844138284624e-09 "SEC62_HUMAN" "chr_12"
"evgLocus_522709" 205.903015039123 -6.7878181750021 1.04341207892859 -6.50540501886086 7.74843289870936e-11 8.30203803870925e-09 "." "chr_16"
"evgLocus_673341" 621.107502804075 -7.16795017532747 1.10479530329177 -6.48803461959906 8.69633007582929e-11 9.25676023627162e-09 "ANX10_DROME" NA
"evgLocus_474798" 957.893136281142 -6.20634382049307 0.961668939412369 -6.45372182269448 1.09136061192154e-10 1.15414928089313e-08 "VAT1L_HUMAN" "chr_14"
"evgLocus_251766" 550.396737423598 -12.8319323875521 1.99160199804062 -6.44302044292807 1.17118912594901e-10 1.23057974872294e-08 "TBA3_RAT" "chr_06"
"evgLocus_206175" 575.06371085262 -5.38124562962325 0.836133602137037 -6.43586816253952 1.22769562198473e-10 1.28168274997714e-08 "F26L_CHICK" "chr_05"
"evgLocus_132647" 829.943240814907 -4.63631826618901 0.720824655731164 -6.43196404191556 1.25965544528583e-10 1.30667188419904e-08 "." "chr_07"
"evgLocus_414697" 333.24381169093 -12.10796792741 1.88670003613743 -6.41753733794278 1.38496399028827e-10 1.42756478138195e-08 "." "chr_13"
"evgLocus_41714" 772.607336386068 -13.3212301904446 2.07807859321984 -6.41035918174983 1.45177194543176e-10 1.48701622033344e-08 "HGNAT_MOUSE" "chr_17"
"evgLocus_775733" 9476.74469601884 -8.53184327909834 1.3313749469341 -6.40829489750092 1.47156069749576e-10 1.48856133660968e-08 "RLA2_DROME" "chr_23"
"evgLocus_252367" 373.910375654401 -5.07521202908028 0.792507656834286 -6.40399116060718 1.51366878873485e-10 1.52170431440344e-08 "." "chr_23"
"evgLocus_606982" 3274.29490849809 -15.4046857128237 2.40811990513119 -6.39697619707377 1.58484021178759e-10 1.5738236395837e-08 "." "chr_29"
"evgLocus_362296" 175.651170547176 -11.1845907830532 1.75804017251693 -6.36196541916367 1.99188294310797e-10 1.95420515731665e-08 "PSMD6_HUMAN" "chr_01"
"evgLocus_42267" 3677.52773140139 -7.2455195856186 1.14179585537694 -6.34572244372587 2.21384057776778e-10 2.10845658769159e-08 "TBB1_MANSE" "chr_26"
"evgLocus_642319" 168.101407475809 -11.1212001528646 1.75302565911257 -6.34400306410485 2.23870371490312e-10 2.11974004075071e-08 "VIGLN_MOUSE" "chr_20"
"evgLocus_57509" 2045.27354452982 -5.82059909345586 0.918177503928742 -6.339296125804 2.30817223078007e-10 2.17288398557712e-08 "." "chr_01"
"evgLocus_1585" 174.553675824073 -11.1750365405637 1.76482516254951 -6.33209270680386 2.41858083930966e-10 2.25080043137127e-08 "CL190_DROME" "chr_20"
"evgLocus_143917" 173.113942200907 -11.1636451580829 1.7728557470148 -6.29698449909452 3.03491615793753e-10 2.76126505855702e-08 "VIGLN_MOUSE" "chr_20"
"evgLocus_261721" 333.634724450226 -10.2246696313369 1.62370190676558 -6.29713470725948 3.03197781260718e-10 2.76126505855702e-08 "HGNAT_MOUSE" "chr_17"
"evgLocus_206726" 310.826882709765 -12.0079849263018 1.90723718418182 -6.29601028434914 3.05404118666407e-10 2.76322859811173e-08 "YELL_DROMD" "chr_13"
"evgLocus_536897" 259.485618633939 -11.7469907312736 1.86825097596968 -6.28769414943114 3.22215920142328e-10 2.89923120189942e-08 "VAT1L_HUMAN" "chr_14"
"evgLocus_374217" 4088.76867065604 -5.66793776972828 0.90197268730147 -6.28393503431426 3.30108698473305e-10 2.95392871611882e-08 "KRH2_DROME" NA
"evgLocus_223030" 409.184382081067 -12.4041643129693 1.97567906682247 -6.27843080451279 3.42007175885474e-10 3.02713525351675e-08 "VATH_MANSE" "chr_05"
"evgLocus_68531" 608.806022184224 -7.09116863775789 1.13017107845286 -6.27442054831672 3.50938777259803e-10 3.0893994197044e-08 "TBB1_MANSE" "chr_26"
"evgLocus_14330" 179.157360368678 -11.212542889751 1.78818769936309 -6.27033889884414 3.60263121040361e-10 3.15443289745339e-08 "RALA_DROME" NA
"evgLocus_251820" 282.960190470554 -9.55541798629761 1.52694972594321 -6.25784714712541 3.90328098541668e-10 3.39940289457198e-08 "SRP68_DROME" "chr_15"
"evgLocus_397661" 198.317555844877 -11.3597689815007 1.81594096854297 -6.25558274100466 3.96034303744265e-10 3.43075248445697e-08 "GALT5_DROME" "chr_05"
"evgLocus_262547" 140.289782855466 -10.8602039629116 1.73664713520577 -6.25354670085283 4.01234508307411e-10 3.45741015994417e-08 "." "chr_29"
"evgLocus_251598" 187.735703488079 -10.3168704672705 1.65150099781161 -6.24696593035143 4.18502299769228e-10 3.58710032586803e-08 "TL5B_TACTR" "chr_Z"
"evgLocus_238823" 5193.59827690195 -6.99910182087675 1.12103505207539 -6.24342816749501 4.2808295301458e-10 3.63112446499763e-08 "EPHX4_HUMAN" "chr_17"
"evgLocus_349482" 174.095100497109 -11.1711772972319 1.79100756882645 -6.23737023319885 4.449879672576e-10 3.73560517255529e-08 "CL190_DROME" "chr_20"
"evgLocus_406206" 347.748548236727 -5.14492687799189 0.826155443410769 -6.22755308220344 4.73776244011053e-10 3.91671061419493e-08 "TBB1_MANSE" "chr_26"
"evgLocus_685830" 369.792593712484 -7.43531080626866 1.19389148627928 -6.2277944785757 4.73047039303045e-10 3.91671061419493e-08 "FLNC_HUMAN" "chr_11"
"evgLocus_69159" 179.617731645141 -10.2525202098323 1.64628820066613 -6.22765819841497 4.73458576583365e-10 3.91671061419493e-08 "GNPI_DROPS" "chr_27"
"evgLocus_237360" 172.611688802344 -11.1587962681618 1.80962956445401 -6.16634281808309 6.98874828012415e-10 5.60683519655675e-08 "ESTF_MYZPE" NA
"evgLocus_720709" 2711.43966544612 -7.73051273086554 1.25587992500299 -6.15545529230998 7.48621130262972e-10 5.97649202326606e-08 "MAS_DROME" NA
"evgLocus_86747" 1859.89930231833 -5.90167557876611 0.960742884681579 -6.1428251750437 8.10664928640503e-10 6.37801402311074e-08 "UBB_RAT" "chr_04"
"evgLocus_561215" 3073.47363002587 -15.3133227886778 2.49320758402266 -6.14201676860399 8.14802535052981e-10 6.37974715666964e-08 "TBB1_MANSE" "chr_14"
"evgLocus_371980" 499.39839724878 -5.72988551605536 0.933853588805334 -6.13574288811753 8.47621512792643e-10 6.60495883126363e-08 "." "chr_02"
"evgLocus_24244" 5292.09229896664 -16.0972769551219 2.62496452696736 -6.13237885302745 8.65746319676652e-10 6.68021025922446e-08 "EF2_BOMMO" "chr_14"
"evgLocus_352246" 168.851973985858 -11.127768469963 1.81480065253934 -6.13167537403767 8.69584044550894e-10 6.68021025922446e-08 "." "chr_14"
"evgLocus_82811" 205.709492763806 -11.4118777289672 1.86166876617385 -6.12991845612856 8.79241255344549e-10 6.72268689415086e-08 "KLC_DROME" "chr_16"
"evgLocus_223130" 151.944103281537 -10.9755480599718 1.79223860678367 -6.12393239294649 9.12936456340328e-10 6.94770239624233e-08 "FACR1_DROME" "chr_Z"
"evgLocus_33646" 2152.90329524861 -4.08552867148149 0.667677040477103 -6.11901926201039 9.41530242241841e-10 7.09896366905121e-08 "TR1L1_XENLA" "chr_10"
"evgLocus_199649" 188.608243078157 -5.81023963408528 0.951578531832938 -6.10589608709808 1.0222550331529e-09 7.56747521360371e-08 "." "chr_07"
"evgLocus_133869" 117.807390406109 -10.6082347203249 1.73783093892737 -6.10429615603035 1.0325467519532e-09 7.6090752951628e-08 "." "chr_01"
"evgLocus_643221" 115.174047925201 -10.5755358875242 1.73331873696409 -6.10132208346585 1.05194689642957e-09 7.68592106031123e-08 "CL190_DROME" "chr_20"
"evgLocus_253997" 1188.79428466833 -6.69870447206236 1.10259812594248 -6.07538169569844 1.2369314393919e-09 8.91356877076834e-08 "TBB1_MANSE" "chr_26"
"evgLocus_13773" 303.092863772556 -6.63443544860173 1.09288398175146 -6.07057616305196 1.27452152593306e-09 9.14399011953559e-08 "TBB1_MANSE" "chr_26"
"evgLocus_691127" 3719.54012451133 -7.65631099083802 1.26161639790082 -6.06865209074423 1.28988228464064e-09 9.21360652967429e-08 "." "chr_29"
"evgLocus_673356" 151.483362504039 -10.0072075891304 1.65094592422618 -6.06149931520075 1.34858462501326e-09 9.54915182737649e-08 "TBB1_MANSE" NA
"evgLocus_828196" 382.604383058515 -5.60268743158268 0.924418738057452 -6.06076791926136 1.35473187357128e-09 9.5511529406848e-08 "MTDC_CHICK" "chr_04"
"evgLocus_182526" 108.640885800702 -10.4911946333532 1.73292189999507 -6.05404931023323 1.41249341575762e-09 9.89356037917427e-08 "CDR2L_HUMAN" "chr_20"
"evgLocus_50030" 887.80129696775 -4.94510440713348 0.816964384364252 -6.05302324284514 1.42152347336779e-09 9.89356037917427e-08 "ATPB_DROME" NA
"evgLocus_342552" 6006.71173782856 -6.42580443476768 1.06334517406278 -6.04300897912221 1.51266232226437e-09 1.04230560982057e-07 "RS8_SPOFR" "chr_11"
"evgLocus_97196" 397.504486216181 -9.81109823411024 1.62366364261541 -6.0425681628902 1.51680234267147e-09 1.04230560982057e-07 "OTOP_DROME" "chr_17"
"evgLocus_340519" 242.094466339853 -11.6468613191052 1.92932567479495 -6.03675235926304 1.57246755644357e-09 1.06705027601e-07 "ANK3_HUMAN" "chr_28"
"evgLocus_586885" 1937.85139088076 -5.22218322978735 0.866068130054746 -6.0297603024109 1.64203038742547e-09 1.10963099127018e-07 "UFC1_AEDAE" NA
"evgLocus_722429" 178.060280937667 -11.2044008162116 1.85936403521313 -6.02593177238007 1.68138105991869e-09 1.12687127332658e-07 "." "chr_08"
"evgLocus_851053" 1917.70502656464 -5.28342720655207 0.877440661888848 -6.02140684382981 1.72907528898077e-09 1.14937633291187e-07 "PTN9_RAT" "chr_04"
"evgLocus_422125" 403.475766967256 -5.99636554773156 0.996060550977547 -6.02008135132612 1.74329432187416e-09 1.15114249507954e-07 "SEC62_PONAB" "chr_12"
"evgLocus_222394" 248.458436075132 -11.6849483179782 1.94586142220424 -6.00502594102599 1.91301316047079e-09 1.24621329325709e-07 "CPSF3_DROME" "chr_27"
"evgLocus_12558" 3358.13528168927 -6.63978434501311 1.11348806617639 -5.96304940008336 2.47573533104035e-09 1.56278393803578e-07 "." "chr_17"
"evgLocus_51923" 110.752793124609 -10.5186005443714 1.76379339105703 -5.96362396962359 2.46704119650447e-09 1.56278393803578e-07 "PCBP3_MOUSE" NA
"evgLocus_251560" 158.978790891641 -11.0400118615665 1.85466221846535 -5.95257279285155 2.63959667316836e-09 1.65595509319558e-07 "VPP1_XENLA" "chr_06"
"evgLocus_341199" 347.117763922554 -5.25833012098222 0.883420784334736 -5.9522372738174 2.64501526089715e-09 1.65595509319558e-07 "ST1B1_CHICK" "chr_20"
"evgLocus_4626" 285.525186520313 -6.21705252634229 1.04458567366208 -5.95169231504653 2.65383936708858e-09 1.65595509319558e-07 "HIL_DROME" "chr_14"
"evgLocus_761923" 401.734328584747 -4.96215598263184 0.833961014470318 -5.95010545640854 2.67969777183837e-09 1.665708317258e-07 "PP1A_RAT" "chr_23"
"evgLocus_13740" 219.823245064155 -5.23475505886012 0.881387057908966 -5.9392238766011 2.86374572362766e-09 1.75996086245283e-07 "DNJA1_PONAB" "chr_06"
"evgLocus_623416" 534.944057974754 -4.5821743201045 0.771440265706652 -5.93976555774821 2.8542996570888e-09 1.75996086245283e-07 "FAS3_DROME" NA
"evgLocus_271754" 853.184373512084 -8.66954566179509 1.45988212914965 -5.93852441145019 2.87598833776395e-09 1.76084007777533e-07 "BAEE_BOMMO" "chr_08"
"evgLocus_604356" 47595.4457686416 -4.78754936612186 0.806739202632081 -5.93444492408689 2.94841282453602e-09 1.79171086792513e-07 "CUT1_CAEEL" "chr_10"
"evgLocus_880130" 637.476222113637 -8.10137152353753 1.36508028545317 -5.93472164961205 2.94344438382192e-09 1.79171086792513e-07 "." "chr_14"
"evgLocus_108039" 102.358225133751 -10.4055963905568 1.75417194094887 -5.93191359846294 2.99424189747993e-09 1.80608235342067e-07 "KATL1_DANRE" "chr_09"
"evgLocus_733828" 242.206738695494 -11.6475219684896 1.96449695576969 -5.92900993523106 3.04766649286401e-09 1.83152385619126e-07 "." "chr_08"
"evgLocus_626" 2367.54278437873 -7.45998915542651 1.25888390570952 -5.92587538977392 3.10638085539948e-09 1.85994553717044e-07 "RABEP_DROME" "chr_17"
