"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "protein" "chr"
"evgLocus_763271" 11.0314986803064 -7.55855280154244 1.58910161616502 -4.75649431392783 1.96983784811551e-06 0.000545820962307292 "." NA
"evgLocus_114941" 689.194772230745 -3.67399301889106 0.774814666744016 -4.74177009881626 2.11858962247425e-06 0.000576739564419875 "." NA
"evgLocus_707302" 87.2695402732325 -10.5310006070132 2.22673991013947 -4.72933572486857 2.25255632331268e-06 0.000602636490842118 "." "chr_13"
"evgLocus_470657" 62.5101232850029 -6.54511201621755 1.3869593263107 -4.71903673889808 2.36964025972278e-06 0.000623215388307092 "CU19_LOCMI" "chr_13"
"evgLocus_344863" 12.6254162034642 -4.20347517800179 0.892590918954814 -4.70929637389083 2.48573406531218e-06 0.000638771566143033 "SIM12_MOUSE" NA
"evgLocus_470813" 96.8072094630692 -2.81693538340485 0.59885005781932 -4.70390767542474 2.55228698207566e-06 0.000638771566143033 "CCD86_PONAB" NA
"evgLocus_343953" 90.3370071413182 -10.5802250243265 2.25401835351086 -4.6939391632933 2.67993762390371e-06 0.000660072890636728 "." NA
"evgLocus_82545" 7.84091704044458 -7.04001705015397 1.52234854188359 -4.62444496543703 3.75602791180972e-06 0.000883064925871992 "PNUT_DROME" "chr_10"
"evgLocus_262316" 8.39728109245904 -7.14735759054175 1.54873827859213 -4.61495508268771 3.93180341577107e-06 0.000910593934365966 "." NA
"evgLocus_26993" 2078.2473649493 -3.33945122595679 0.72696437913773 -4.59369306363786 4.35469756581176e-06 0.000988596902424451 "SAP18_DROME" "chr_18"
"evgLocus_495375" 24.3812761732371 -8.69506416400301 1.89363891768073 -4.59172236207126 4.39602927545834e-06 0.000988596902424451 "CU19_LOCMI" "chr_13"
"evgLocus_112890" 785.37921265295 -2.13341867610628 0.466537790109931 -4.57287431229007 4.81078743770406e-06 0.00104333226878261 "ATOX1_CANLF" "chr_17"
"evgLocus_209354" 196.240507205045 -2.04076807309216 0.447666810982825 -4.55867628116495 5.14770462514753e-06 0.00105101227195282 "RT33_MOUSE" "chr_15"
"evgLocus_225808" 8.82871325647146 -7.24147073289187 1.58758831956859 -4.56130260196148 5.0837254929721e-06 0.00105101227195282 "." NA
"evgLocus_378210" 41.9100852545771 -2.65142025889664 0.581081724011245 -4.56290423418192 5.04508306776861e-06 0.00105101227195282 "CHCH7_HUMAN" "chr_26"
"evgLocus_664823" 78.9873291610017 -10.3870713762769 2.27459068495828 -4.56656727074719 4.95775983817316e-06 0.00105101227195282 "." NA
"evgLocus_155987" 155.589483301882 -2.76809139455236 0.607817929333083 -4.55414567581052 5.25988983517973e-06 0.00105997026717512 "." NA
"evgLocus_17978" 506.549413723645 -3.2499880029289 0.727026577460663 -4.47024648573421 7.8129503321575e-06 0.00149394958029112 "ATP5L_PONAB" "chr_10"
"evgLocus_340903" 16.1026342548908 -6.47274641126734 1.44868448879042 -4.46801664637948 7.89481636810411e-06 0.00149394958029112 "." NA
"evgLocus_643441" 111.697980143734 -3.73738050473509 0.836149119750877 -4.46975356004513 7.83097736483608e-06 0.00149394958029112 "." "chr_18"
"evgLocus_368026" 13.0657125198473 -7.80233555361679 1.75062348172723 -4.4568895796592 8.31574086044311e-06 0.00155464278230718 "." NA
"evgLocus_357575" 76.1483911661742 -6.98145668900751 1.57645280285741 -4.42858592173087 9.4852930916713e-06 0.00171160756868748 "." "chr_23"
"evgLocus_664228" 1738.29428874934 -4.70007693436859 1.06130947515034 -4.42856399986706 9.4862570669023e-06 0.00171160756868748 "." "chr_23"
"evgLocus_5093" 106.800711520267 -2.56616831892713 0.582241833869717 -4.40739254661894 1.04622474651035e-05 0.00184480333995466 "FA32A_XENTR" "chr_13"
"evgLocus_694205" 15.84099969124 -7.05696883636582 1.60107206846716 -4.40765220713771 1.04497163807269e-05 0.00184480333995466 "." NA
"evgLocus_457813" 12.4460987998466 -7.7338997181918 1.75843727204112 -4.39816639533272 1.09169270023136e-05 0.0019033478235382 "." NA
"evgLocus_345381" 16.5047989953382 -8.13404810904099 1.8605214980365 -4.37191836677257 1.23159577538056e-05 0.00212340796073112 "." NA
"evgLocus_12870" 9.1593982615935 -7.26490972879108 1.66416211049063 -4.36550603032853 1.2682880291868e-05 0.00216264014822984 "." NA
"evgLocus_410086" 80.7666387184271 -3.04331209290434 0.700560904694248 -4.34410780349292 1.39842834649082e-05 0.00230844815452107 "." "chr_13"
"evgLocus_543706" 71.5165295283162 -2.82976124774604 0.651179814586748 -4.34559116292919 1.38901068658259e-05 0.00230844815452107 "RM53_HUMAN" "chr_10"
"evgLocus_359330" 352.221868707018 -6.39009535204395 1.47490435260222 -4.33254898242705 1.47392856647991e-05 0.00240746837537566 "COX6C_TRACR" "chr_26"
"evgLocus_767805" 1542.96832309517 -3.28754001534876 0.762654178778995 -4.31065626705421 1.62770755136968e-05 0.00263095188277118 "CYB5_MUSDO" "chr_10"
"evgLocus_341334" 160.937104239239 -4.14915244621773 0.969870017479698 -4.27805001849599 1.88537661702043e-05 0.00298524377207204 "LIPR1_HUMAN" NA
"evgLocus_359194" 1303.93729606932 -5.85631914324847 1.38532023720173 -4.22741181856833 2.36394771739322e-05 0.00366813767307905 "RL44_OCHTR" "chr_19"
"evgLocus_152776" 9.58484877630066 -6.31108640173712 1.49522777908218 -4.2208193895455 2.43415908059587e-05 0.00370302416211824 "PP4RS_CAEEL" "chr_10"
"evgLocus_201768" 35.7751432578419 -4.34100645474903 1.02802736619308 -4.22265651431473 2.41439625782811e-05 0.00370302416211824 "." "chr_26"
"evgLocus_362800" 10.3131814345092 -6.48479676940237 1.54145316055907 -4.20693728186356 2.58854943112495e-05 0.00389966228376367 "." NA
"evgLocus_364080" 50.4592984684258 -2.38949433515323 0.570082807484159 -4.19148640124467 2.77132801805323e-05 0.00413487469770499 "RM55_DROME" "chr_13"
"evgLocus_343379" 6805.78408648919 -2.34319079311335 0.560540504839745 -4.18023456446427 2.91208553291305e-05 0.00430350773468683 "RS20_DROME" "chr_26"
"evgLocus_122149" 1923.76384594213 -3.27651790944958 0.786464029893591 -4.16613829101999 3.09802812930282e-05 0.00453510400777282 "." NA
"evgLocus_512864" 19.4332977750738 -7.35152732316311 1.7683081307381 -4.15737913284069 3.21919495221096e-05 0.00458277505261077 "." "chr_19"
"evgLocus_369787" 19.4217186772151 -2.59820383380637 0.626886462056785 -4.144616275939 3.40383208343003e-05 0.00480156931259852 "SMIM8_PONAB" "chr_11"
"evgLocus_178560" 64.0558300870491 -7.17010059587497 1.73396299764822 -4.13509435068671 3.54808831900593e-05 0.00494189927698548 "." "chr_17"
"evgLocus_154496" 111.517715543869 -2.10012136737196 0.511113250054963 -4.10891591471386 3.97520768912617e-05 0.00527283219544163 "NFYB_CHICK" "chr_13"
"evgLocus_285774" 247.839727160737 -2.31328438044337 0.562995948523077 -4.10888281969325 3.97577732078798e-05 0.00527283219544163 "MIC13_DROME" "chr_06"
"evgLocus_301272" 160.680393380448 -3.31810635065801 0.806748116769865 -4.11293969168885 3.90652465969051e-05 0.00527283219544163 "." "chr_27"
"evgLocus_644349" 738.866989641508 -7.61251717526872 1.85120378658259 -4.11219836003133 3.91909343147377e-05 0.00527283219544163 "." "chr_06"
"evgLocus_425434" 8.72195192300645 -7.18372071237549 1.78543035248103 -4.02352334964676 5.73338969271146e-05 0.00723292746843933 "CU19_LOCMI" "chr_13"
"evgLocus_409285" 1078.26978433037 -2.53903938178859 0.631660560335481 -4.01962626959025 5.82905343023628e-05 0.00729430823201423 "." "chr_18"
"evgLocus_237366" 14.5277453949581 -6.99983483698161 1.74442166151946 -4.01269658098862 6.00290518718458e-05 0.00736229108787569 "RTBS_DROME" NA
"evgLocus_470838" 40.1957699816189 -3.88174711533221 0.967202574092922 -4.0133755009623 5.98565792784699e-05 0.00736229108787569 "." "chr_01"
"evgLocus_120224" 435.170138743345 -12.8474578543338 3.21785346372879 -3.99255528542507 6.53650867272338e-05 0.00792398477145693 "PLCX3_MOUSE" "chr_18"
"evgLocus_687125" 70.6292723848109 -3.90902826226513 0.980390150573434 -3.98721698701147 6.68528783739685e-05 0.0080415202614641 "MLP2_DROME" "chr_17"
"evgLocus_760042" 66.0164317547322 -2.01935498210149 0.50789455836317 -3.97593348629175 7.01037188817065e-05 0.00836768773759569 "KEAP1_PIG" "chr_09"
"evgLocus_147195" 879.083477080747 -2.32394537797812 0.591474732513671 -3.92906957851222 8.52751652406777e-05 0.00980159065955257 "SELM_HUMAN" "chr_20"
"evgLocus_739252" 15.0732168308785 -5.86964473894748 1.50034802480288 -3.91218880014099 9.14633607930408e-05 0.0104355659516589 "." "chr_13"
"evgLocus_806347" 44.827739492965 -6.90700280503868 1.7700115030849 -3.90223611146067 9.53081199137126e-05 0.0107948620197159 "BBS2_MOUSE" "chr_14"
"evgLocus_341255" 7.7730121382587 -7.03451245202869 1.80860736718567 -3.88946356166563 0.000100466051487595 0.0111352265780929 "DDX17_MOUSE" "chr_01"
"evgLocus_37147" 354.153026719574 -2.16612140132523 0.5568338651859 -3.89006764271075 0.000100216283037064 0.0111352265780929 "." "chr_20"
"evgLocus_340128" 163.543344024871 -5.55698319771153 1.43454111345134 -3.87370089682693 0.000107194963068799 0.0117275810707125 "RTJK_DROFU" "chr_15"
"evgLocus_362781" 288.809104041858 -12.2556981827282 3.16405728165972 -3.87341223364308 0.000107322066897027 0.0117275810707125 "CD63_RABIT" "chr_17"
"evgLocus_37351" 1070.25263051863 -2.06636833811542 0.534980974122645 -3.86250808545895 0.000112228849620141 0.0120100348934878 "QCR8_MOUSE" "chr_17"
"evgLocus_71646" 330.696296071406 -2.06937109028868 0.537766254878374 -3.84808654599702 0.000119044000801005 0.0124811200029 "ACPM_DROME" NA
"evgLocus_265453" 308.558841356758 -5.15652219390473 1.34413110696239 -3.83632382822981 0.000124889710076295 0.0129194242083591 "." NA
"evgLocus_342403" 375.575330287227 -3.53367056158148 0.931453230952233 -3.79371764910727 0.000148408425522781 0.0146270001764555 "." "chr_10"
"evgLocus_677327" 1289.2854160685 -2.48578361534315 0.655389497652161 -3.79283406927959 0.000148937683049556 0.0146270001764555 "RS20_DROME" "chr_26"
"evgLocus_306881" 126.103591448392 -2.60485696486471 0.687845589501947 -3.78697923577706 0.000152489837672792 0.0148816654790485 "SRP09_DROME" "chr_17"
"evgLocus_792094" 505.309642062442 -2.04546365023117 0.543111036051963 -3.76619791249366 0.000165752418474553 0.0159750327793145 "RAD21_XENLA" "chr_03"
"evgLocus_28662" 61.5047362369716 -4.54955252955267 1.2130367937592 -3.75054784237304 0.000176448633282288 0.0167972603843022 "HARB1_XENLA" "chr_20"
"evgLocus_356824" 148297.011385869 -9.34362880602261 2.49358832209044 -3.74706150299485 0.000178918229338238 0.01682590402813 "." "chr_29"
"evgLocus_5980" 61.7304541494993 -2.45801664091736 0.656361961605158 -3.74491025486332 0.000180458271104137 0.016868499956162 "RPC9_BOVIN" "chr_20"
"evgLocus_357623" 262.804045686986 -6.76762495824335 1.81128670978752 -3.736363173027 0.000186700965472141 0.0172906531305262 "." "chr_13"
"evgLocus_423548" 3631.93023769983 -2.43425500804002 0.653317811581616 -3.7259890437503 0.000194550854783387 0.0177579153745519 "." NA
"evgLocus_207628" 517.254195204963 -2.27639047341571 0.613173192334207 -3.71247553199452 0.000205241907714627 0.0185986136435005 "HYI_DANRE" "chr_09"
"evgLocus_332113" 78.7831768375135 -5.46571214816114 1.473321936995 -3.70978807205507 0.000207432812562663 0.0186054043499124 "." "chr_17"
"evgLocus_751919" 84.4717022023346 -2.47035274439141 0.666513957555798 -3.70637811314641 0.000210244346539727 0.0187492041681434 "COX16_BOVIN" NA
"evgLocus_767409" 9.96334390069866 -3.32978622700867 0.899394533479358 -3.70225313036673 0.000213693254605482 0.0189478756097901 "PPIE_HUMAN" "chr_10"
"evgLocus_228207" 47.4818658934697 -2.56778278557356 0.695166539831031 -3.69376636884407 0.000220956824234035 0.0190197060409012 "RL11_DROME" NA
"evgLocus_464928" 10.4628059248119 -4.06930255726249 1.10061598588449 -3.69729552309952 0.000217908615057483 0.0190197060409012 "." NA
"evgLocus_477613" 25.9664322125388 -5.08517422960606 1.37707642376549 -3.69273203857569 0.000221857755584399 0.0190197060409012 "." "chr_03"
"evgLocus_5503" 6592.38068296663 -2.26770503403278 0.613689525373683 -3.69519918504711 0.00021971447343051 0.0190197060409012 "." NA
"evgLocus_145223" 24.3574861029958 -2.53467366694501 0.688096158218092 -3.68360386360658 0.000229959521422753 0.0191561114795159 "ALDR_RABIT" NA
"evgLocus_511997" 13.0396146032786 -6.78473888236428 1.84237115672104 -3.68261240826165 0.000230856018990106 0.0191561114795159 "CDKL1_HUMAN" "chr_16"
"evgLocus_634509" 3164.93885956787 -2.07941038995938 0.563776216247129 -3.68836132145007 0.000225702986550798 0.0191561114795159 "RL29_DROME" "chr_15"
"evgLocus_797207" 9.25086192578512 -7.29465087049449 1.98267284578402 -3.6792004722342 0.000233966302188285 0.0192087572013525 "CP4D2_DROME" "chr_17"
"evgLocus_762284" 12.8654358489149 -3.75679222441103 1.0237169360524 -3.66975683619904 0.000242781301788661 0.0197237563343176 "CP6A2_DROME" "chr_20"
"evgLocus_228037" 1977.46155166901 -6.69584382719033 1.84139802348481 -3.63628272746736 0.000276600738031126 0.0222384127048134 "CU19_LOCMI" "chr_13"
"evgLocus_156954" 492.621409491431 -3.11758637662497 0.858771938092073 -3.63028440769884 0.000283109093884947 0.0225282246657063 "USMG5_HUMAN" "chr_11"
"evgLocus_119687" 35.5534802414404 -4.61169026783238 1.27512624873993 -3.616653858698 0.000298435957282751 0.0234316459042487 "." "chr_29"
"evgLocus_422961" 464.265283595654 -3.05718368402961 0.844905904098073 -3.61837178459905 0.000296462309302654 0.0234316459042487 "." "chr_18"
"evgLocus_822239" 7.34523363275861 -3.34101130255211 0.924044126638621 -3.61564042910553 0.000299606005050098 0.0234316459042487 "RTBS_DROME" "chr_12"
"evgLocus_362057" 1893.84296377444 -7.15988045109483 1.98236434396454 -3.61178835409022 0.000304092705198884 0.0235930325328554 "." "chr_09"
"evgLocus_766335" 33.0808052134821 -2.94465659858739 0.81736762027876 -3.60260979947203 0.000315038258077043 0.0242002408444627 "MALT1_HUMAN" NA
"evgLocus_451178" 88.0597756506907 -5.72159091719069 1.58954529979913 -3.59951422454819 0.000318812194290894 0.0243695015705015 "." "chr_09"
"evgLocus_147487" 37.1688639557275 -2.71801074891158 0.764869389752591 -3.55356193531389 0.000380051695071014 0.0279491097270944 "RBX2_HUMAN" "chr_10"
"evgLocus_344388" 282.719486360758 -3.45730328812325 0.976333263237614 -3.5411098016455 0.000398447724832008 0.0287919573356196 "NDUA1_MOUSE" NA
"evgLocus_659868" 6.48943855807734 -6.79981658871296 1.92042494167973 -3.54078747944473 0.000398934770068841 0.0287919573356196 "." "chr_14"
"evgLocus_2356" 202.917010272419 -5.0956295791259 1.44036284825205 -3.53774021963264 0.000403566900285077 0.0289914240357571 "REEP2_DANRE" "chr_18"
"evgLocus_759201" 76.8843484314411 -2.05537608356576 0.581885392586957 -3.53226960111154 0.000412009076231774 0.0293263524582039 "ABCGN_DICDI" "chr_29"
"evgLocus_761606" 18417.4730716083 -4.47863455111297 1.27128962518332 -3.52290655283776 0.00042684182980934 0.0302434003340252 "NAGAB_CHICK" "chr_27"
"evgLocus_2463" 12.9086835056167 -5.23497854104938 1.48861094720827 -3.51668684881502 0.000436968982450901 0.030504440216964 "URH2_ARATH" "chr_11"
"evgLocus_860012" 11.1791553621542 -3.43880568809804 0.983915632569398 -3.49502088824215 0.000474024655882015 0.0321198278834988 "IGF1_CAVPO" "chr_17"
"evgLocus_113008" 91.0816364036013 -10.5902621452522 3.03182082366142 -3.49303694420265 0.000477560434495031 0.0321834430130373 "ES16_MANSE" "chr_16"
"evgLocus_216358" 425.483860040796 -3.77293746605534 1.08139763408248 -3.48894555262877 0.00048492991290075 0.0322946672037808 "ES16_MANSE" "chr_16"
"evgLocus_343327" 25.7112728666734 -3.01356357098896 0.864159997874061 -3.4872750166667 0.000487969291408226 0.0323582029691515 "." "chr_26"
"evgLocus_144351" 9.9162964722533 -4.6654760556003 1.33931734492993 -3.48347318375422 0.000494952703437163 0.0326816216988701 "CHID1_XENTR" "chr_05"
"evgLocus_356989" 89.2162089590549 -2.06701516766007 0.593890983330154 -3.48046228294222 0.000500549295136167 0.032911116155203 "PAIRB_RAT" "chr_20"
"evgLocus_35053" 2091.70917038238 -4.20915667949818 1.21102316798181 -3.47570285258275 0.000509516492796181 0.0333593561971238 "EFHD2_DROME" "chr_05"
"evgLocus_376367" 58.4938454068404 -2.35894335939162 0.678940452494582 -3.47444809147006 0.000511905397769558 0.0333749414167657 "." "chr_11"
"evgLocus_92097" 88.98439648085 -6.61271558634518 1.90523961736697 -3.4708052079475 0.000518900272236324 0.0336894373401299 "." "chr_17"
"evgLocus_357864" 19285.7428087696 -2.49599717744788 0.720511783444442 -3.46420035702351 0.000531810250971454 0.0339592578778768 "RL29_DROME" "chr_15"
"evgLocus_253535" 9.96620508697194 -2.56616491796445 0.742393265413738 -3.45661125648052 0.00054701334812669 0.0347869103396797 "." "chr_26"
"evgLocus_322585" 59.4848392750881 -2.02668671866314 0.586997031741866 -3.45263537815364 0.000555138835269373 0.034957320832501 "NNRE_DROGR" "chr_13"
"evgLocus_425895" 131.61955350727 -2.32979775566987 0.678378974831166 -3.43436020588596 0.000593954345843271 0.0368655583378001 "." "chr_18"
"evgLocus_660333" 11.3726989169501 -4.08081898165779 1.18862439751896 -3.43322835218239 0.000596439537199956 0.0368723199152658 "." NA
"evgLocus_45368" 1337.13545633673 -2.1495971868851 0.627097865054892 -3.42784963348095 0.000608382332619031 0.0373133148428834 "ATP5L_PONAB" "chr_10"
"evgLocus_685988" 341.871210077306 -8.47842803129041 2.47313972499459 -3.42820421571974 0.000607588224208476 0.0373133148428834 "RTJK_DROFU" "chr_15"
"evgLocus_341111" 15.2792031836576 -4.63147958460661 1.35577082158392 -3.41612277744387 0.000635196009722716 0.0377637413136681 "." NA
"evgLocus_2848" 43.0978808597673 -2.56616904967053 0.753858190976718 -3.40404744603986 0.000663952195749485 0.0387313767723487 "HMOX1_HUMAN" NA
"evgLocus_749500" 76.1079634999751 -3.71183591360195 1.09031290668511 -3.40437675353867 0.000663152184391459 0.0387313767723487 "." NA
"evgLocus_791205" 233.489091221465 -2.68473491386767 0.790106962884244 -3.39793855766969 0.000678956670571122 0.0394559587710174 "NGEF_RAT" "chr_20"
"evgLocus_340421" 353.008960096662 -2.47457355197952 0.730181017065919 -3.38898642137134 0.000701514842730317 0.0401675491315363 "NLTP_CHICK" "chr_05"
"evgLocus_125170" 68.5181993108482 -2.43198486759484 0.718386336315287 -3.38534399202087 0.000710891060980139 0.0403192556039298 "." "chr_15"
"evgLocus_284545" 77.4416990855881 -5.3995239589788 1.59516479189253 -3.38493175527823 0.000711959530545644 0.0403192556039298 "." "chr_06"
"evgLocus_317872" 17.6705103974524 -3.41305749557083 1.01211962038114 -3.37218785886746 0.000745735637559219 0.0417746566354021 "." "chr_09"
"evgLocus_112832" 2076.47464061749 -5.12772076029646 1.52356124111311 -3.36561512719381 0.000763731888348812 0.042324384683959 "NUPR1_MOUSE" "chr_12"
"evgLocus_342772" 50.4153616688112 -3.17728495203995 0.946186546405059 -3.35798999056975 0.000785114560917498 0.0433545289742235 "RM48_MOUSE" "chr_19"
"evgLocus_512573" 9940.15540678039 -2.10921217994706 0.629115529842698 -3.35266271438958 0.000800381790327512 0.0440408661011064 "ART2_YEAST" NA
"evgLocus_154683" 12.4621013254456 -4.71196900475804 1.41108951481801 -3.33924173858364 0.000840074245862866 0.0455784338218674 "." NA
"evgLocus_168583" 26.5531219833675 -2.00848464381758 0.605023864865782 -3.31967838039436 0.000901212082958935 0.0478851030674302 "CTLH2_ANOGA" "chr_11"
"evgLocus_475694" 168.555367568227 -2.75286695800887 0.829487388418647 -3.3187568568788 0.000904191222450026 0.0478851030674302 "." "chr_05"
"evgLocus_763972" 462.577465192565 -3.71427395450492 1.11867045678454 -3.32025748242343 0.000899344595481149 0.0478851030674302 "PLCX3_MOUSE" "chr_18"
"evgLocus_244244" 19.3621445704436 -2.76609613519749 0.834486037902036 -3.31473027655642 0.00091731589945758 0.0482508163114687 "." "chr_04"
"evgLocus_324334" 2371.10190302162 -3.19233176063163 0.965107018379318 -3.30774898517725 0.0009404906680434 0.0491366791112102 "RL37A_DROME" "chr_05"
"evgLocus_84402" 19.3882821037339 -2.83705899587089 0.857519150299631 -3.30844972369372 0.000938140274019572 0.0491366791112102 "." "chr_09"
"evgLocus_357334" 86.6714134264073 -3.59075787046945 1.08700361202926 -3.30335412939987 0.000955356584129667 0.0494142270531335 "ALDR_RABIT" NA
